algorithm,benchmark,seed,evaluations,best_value
evolution_strategy,sphere,0,14300,7.150958692327921e-15
evolution_strategy,sphere,0,14400,5.998025773104152e-15
evolution_strategy,sphere,0,14500,5.090411414232751e-15
evolution_strategy,sphere,0,14600,1.7393403945675864e-15
evolution_strategy,sphere,0,14700,1.7393403945675864e-15
evolution_strategy,sphere,0,14800,1.7393403945675864e-15
evolution_strategy,sphere,0,14900,1.7393403945675864e-15
evolution_strategy,sphere,0,15000,7.623875430863398e-16
evolution_strategy,sphere,0,15100,7.623875430863398e-16
evolution_strategy,sphere,0,15200,5.893819987591718e-16
evolution_strategy,sphere,0,15300,5.893819987591718e-16
evolution_strategy,sphere,0,15400,5.893819987591718e-16
evolution_strategy,sphere,0,15500,5.893819987591718e-16
evolution_strategy,sphere,0,15600,5.893819987591718e-16
evolution_strategy,sphere,0,15700,5.893819987591718e-16
evolution_strategy,sphere,0,15800,5.893819987591718e-16
evolution_strategy,sphere,0,15900,5.893819987591718e-16
evolution_strategy,sphere,0,16000,5.893819987591718e-16
evolution_strategy,sphere,0,16100,5.893819987591718e-16
evolution_strategy,sphere,0,16200,5.893819987591718e-16
evolution_strategy,sphere,0,16300,5.893819987591718e-16
evolution_strategy,sphere,0,16400,4.1882502548941084e-16
evolution_strategy,sphere,0,16500,4.1882502548941084e-16
evolution_strategy,sphere,0,16600,4.1882502548941084e-16
evolution_strategy,sphere,0,16700,4.1882502548941084e-16
evolution_strategy,sphere,0,16800,4.1882502548941084e-16
evolution_strategy,sphere,0,16900,4.1882502548941084e-16
evolution_strategy,sphere,0,17000,4.1882502548941084e-16
evolution_strategy,sphere,0,17100,4.1882502548941084e-16
evolution_strategy,sphere,0,17200,4.1882502548941084e-16
evolution_strategy,sphere,0,17300,4.1882502548941084e-16
evolution_strategy,sphere,0,17400,4.1882502548941084e-16
evolution_strategy,sphere,0,17500,4.1882502548941084e-16
evolution_strategy,sphere,0,17600,4.1882502548941084e-16
evolution_strategy,sphere,0,17700,4.083228756542619e-16
evolution_strategy,sphere,0,17800,4.083228756542619e-16
evolution_strategy,sphere,0,17900,4.083228756542619e-16
evolution_strategy,sphere,0,18000,4.083228756542619e-16
evolution_strategy,sphere,0,18100,4.083228756542619e-16
evolution_strategy,sphere,0,18200,2.2764729542220724e-16
evolution_strategy,sphere,0,18300,2.2764729542220724e-16
evolution_strategy,sphere,0,18400,2.2764729542220724e-16
evolution_strategy,sphere,0,18500,2.27586460139661e-16
evolution_strategy,sphere,0,18600,2.27586460139661e-16
evolution_strategy,sphere,0,18700,2.27586460139661e-16
evolution_strategy,sphere,0,18800,2.27586460139661e-16
evolution_strategy,sphere,0,18900,2.27586460139661e-16
evolution_strategy,sphere,0,19000,2.27586460139661e-16
evolution_strategy,sphere,0,19100,2.27586460139661e-16
evolution_strategy,sphere,0,19200,2.27586460139661e-16
evolution_strategy,sphere,0,19300,2.27586460139661e-16
evolution_strategy,sphere,0,19400,2.27586460139661e-16
evolution_strategy,sphere,0,19500,2.27586460139661e-16
evolution_strategy,sphere,0,19600,2.27586460139661e-16
evolution_strategy,sphere,0,19700,2.27586460139661e-16
evolution_strategy,sphere,0,19800,2.27586460139661e-16
evolution_strategy,sphere,0,19900,2.27586460139661e-16
evolution_strategy,sphere,0,20000,2.27586460139661e-16
